courseName,className,units,description,section,session,type,time,days,registered,instructor,location
RNR-050,RNR 050: International Academy Holding Course (0.0 units),(0.0 units),Course created per request from the International Academy to create a zero unit&#44 zero charge course for the purpose of enabling services for the student population. Tuition is paid directly to the Academy.,00943R,617,Lecture,TBA,TBA,0 of 300,,OFFICE
SLL-199,SLL 199: Chess and Critical Thinking (2.0 units),(2.0 units),Analysis of significant chess games&#44 reflecting societal attitudes towards science&#44 competition&#44 art&#44 gender&#44 psychology&#44 politics&#44 and technology. Graded CR/NC.,60212R,1,Lecture,5:00-6:50pm,Tuesday,14 of 16,Jack Peters,THH117
SLL-330,SLL 330gp: Russian Thought and Civilization (4.0 units),(4.0 units),Russian cultural identity from its beginnings until today. The Eastern Orthodox tradition&#44 its traumatic confrontation with Western culture&#44 and their continuous interaction.,60230R,1,Lecture,11:00-12:20pm,Tue&#44 Thu,4 of 49,,THH114
SLL-330,SLL 330gp: Russian Thought and Civilization (4.0 units),(4.0 units),Russian cultural identity from its beginnings until today. The Eastern Orthodox tradition&#44 its traumatic confrontation with Western culture&#44 and their continuous interaction.,60231R,1,Discussion,9:00-9:50am,Friday,0 of 25,,WPH107
SOCI-142,SOCI 142mg: Diversity and Racial Conflict (4.0 units),(4.0 units),Introduction to the causes and effects of contemporary race relations in a diverse U.S. society. Exploration of racial conflict at the personal and institutional levels.,61410R,1,Lecture,5:00-6:20pm,Tue&#44 Thu,7 of 7,Leland Saito,THH208
SOCI-142,SOCI 142mg: Diversity and Racial Conflict (4.0 units),(4.0 units),Introduction to the causes and effects of contemporary race relations in a diverse U.S. society. Exploration of racial conflict at the personal and institutional levels.,61412R,1,Discussion,12:00-12:50pm,Friday,4 of 25,,THH215
SOCI-150,SOCI 150mg: Social Problems (4.0 units),(4.0 units),Analysis of factors in current American social problems: crime&#44delinquency&#44 prostitution&#44 family disorganization&#44 race relations&#44mental illness.,61400R,1,Lecture,2:00-3:20pm,Mon&#44 Wed,20 of 20,Ann Owens,MRF340
SOCI-150,SOCI 150mg: Social Problems (4.0 units),(4.0 units),Analysis of factors in current American social problems: crime&#44delinquency&#44 prostitution&#44 family disorganization&#44 race relations&#44mental illness.,61401R,1,Discussion,8:00-8:50am,Wednesday,0 of 25,,VKC252
SOCI-150,SOCI 150mg: Social Problems (4.0 units),(4.0 units),Analysis of factors in current American social problems: crime&#44delinquency&#44 prostitution&#44 family disorganization&#44 race relations&#44mental illness.,61402R,1,Discussion,11:00-11:50am,Wednesday,4 of 25,,VKC158
SOCI-150,SOCI 150mg: Social Problems (4.0 units),(4.0 units),Analysis of factors in current American social problems: crime&#44delinquency&#44 prostitution&#44 family disorganization&#44 race relations&#44mental illness.,61403R,1,Discussion,5:00-5:50pm,Wednesday,10 of 25,,VKC155
SOCI-150,SOCI 150mg: Social Problems (4.0 units),(4.0 units),Analysis of factors in current American social problems: crime&#44delinquency&#44 prostitution&#44 family disorganization&#44 race relations&#44mental illness.,61404R,1,Discussion,10:00-10:50am,Friday,4 of 25,,WPHB26
SOCI-150,SOCI 150mg: Social Problems (4.0 units),(4.0 units),Analysis of factors in current American social problems: crime&#44delinquency&#44 prostitution&#44 family disorganization&#44 race relations&#44mental illness.,61405R,1,Discussion,1:00-1:50pm,Friday,2 of 25,,WPH107
SOCI-155,SOCI 155mg: Immigrant America (4.0 units),(4.0 units),Examination of the immigrant experience in the United States. Comparative analysis of social context of migration&#44 formation of immigrant communities&#44 and social integration of immigrants.,61420R,1,Lecture,2:00-3:20pm,Tue&#44 Thu,15 of 15,Jody Agius Vallejo,SGM101
SOCI-155,SOCI 155mg: Immigrant America (4.0 units),(4.0 units),Examination of the immigrant experience in the United States. Comparative analysis of social context of migration&#44 formation of immigrant communities&#44 and social integration of immigrants.,61422R,1,Discussion,10:00-10:50am,Monday,6 of 25,,VKC252
SOCI-155,SOCI 155mg: Immigrant America (4.0 units),(4.0 units),Examination of the immigrant experience in the United States. Comparative analysis of social context of migration&#44 formation of immigrant communities&#44 and social integration of immigrants.,61423R,1,Discussion,11:00-11:50am,Monday,4 of 25,,VKC252
SOCI-155,SOCI 155mg: Immigrant America (4.0 units),(4.0 units),Examination of the immigrant experience in the United States. Comparative analysis of social context of migration&#44 formation of immigrant communities&#44 and social integration of immigrants.,61424R,1,Discussion,8:00-8:50am,Tuesday,3 of 25,,VKC151
SOCI-169,SOCI 169mg: Changing Family Forms (4.0 units),(4.0 units),"The peculiarity of the ""modern"" Western family system in historical and cross-cultural perspective; focus on the ""postmodern"" family crisis in the United States.",61432R,1,Lecture,8:30-9:50am,Mon&#44 Wed,15 of 15,Tim Biblarz,MHP101
SOCI-169,SOCI 169mg: Changing Family Forms (4.0 units),(4.0 units),"The peculiarity of the ""modern"" Western family system in historical and cross-cultural perspective; focus on the ""postmodern"" family crisis in the United States.",61433R,1,Discussion,9:00-9:50am,Friday,5 of 25,,VKC258
SOCI-169,SOCI 169mg: Changing Family Forms (4.0 units),(4.0 units),"The peculiarity of the ""modern"" Western family system in historical and cross-cultural perspective; focus on the ""postmodern"" family crisis in the United States.",61434R,1,Discussion,10:00-10:50am,Friday,4 of 25,,VKC258
SOCI-169,SOCI 169mg: Changing Family Forms (4.0 units),(4.0 units),"The peculiarity of the ""modern"" Western family system in historical and cross-cultural perspective; focus on the ""postmodern"" family crisis in the United States.",61435R,1,Discussion,12:00-12:50pm,Friday,4 of 25,,VKC205
SOCI-200,SOCI 200mg: Introduction to Sociology (4.0 units),(4.0 units),Basic concepts of sociology with special reference to group life&#44social institutions&#44 and social processes.,61455R,1,Lecture,8:30-9:50am,Mon&#44 Wed,25 of 25,Juliana Mc Gene,THH102
SOCI-200,SOCI 200mg: Introduction to Sociology (4.0 units),(4.0 units),Basic concepts of sociology with special reference to group life&#44social institutions&#44 and social processes.,61456R,1,Discussion,12:00-12:50pm,Monday,11 of 25,,VKC252
SOCI-200,SOCI 200mg: Introduction to Sociology (4.0 units),(4.0 units),Basic concepts of sociology with special reference to group life&#44social institutions&#44 and social processes.,61457R,1,Discussion,1:00-1:50pm,Monday,4 of 25,,VKC252
SOCI-200,SOCI 200mg: Introduction to Sociology (4.0 units),(4.0 units),Basic concepts of sociology with special reference to group life&#44social institutions&#44 and social processes.,61458R,1,Discussion,4:00-4:50pm,Wednesday,6 of 25,,VKC151
SOCI-210,SOCI 210g: Science&#44 Technology&#44 and Social Conflict (4.0 units),(4.0 units),Science and technology change society and how we understand ourselves. In turn&#44 social struggles influence science. We will explore the interplay between these forces.,61445R,1,Lecture,3:30-4:50pm,Mon&#44 Wed,13 of 15,Dan Lainer-Vos,MRF340
SOCI-210,SOCI 210g: Science&#44 Technology&#44 and Social Conflict (4.0 units),(4.0 units),Science and technology change society and how we understand ourselves. In turn&#44 social struggles influence science. We will explore the interplay between these forces.,61446R,1,Discussion,8:00-8:50am,Wednesday,2 of 25,,VKC161
SOCI-210,SOCI 210g: Science&#44 Technology&#44 and Social Conflict (4.0 units),(4.0 units),Science and technology change society and how we understand ourselves. In turn&#44 social struggles influence science. We will explore the interplay between these forces.,61447R,1,Discussion,11:00-11:50am,Wednesday,5 of 25,,VKC155
SOCI-210,SOCI 210g: Science&#44 Technology&#44 and Social Conflict (4.0 units),(4.0 units),Science and technology change society and how we understand ourselves. In turn&#44 social struggles influence science. We will explore the interplay between these forces.,61448R,1,Discussion,10:00-10:50am,Thursday,4 of 25,,SOSB48
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61539D,1,Lecture,2:00-3:20pm,Tue&#44 Thu,5 of 72,,THH212
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61541R,1,Discussion,8:00-8:50am,Monday,0 of 18,,VKC252
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61542R,1,Discussion,9:00-9:50am,Monday,2 of 18,,VKC252
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61543R,1,Discussion,10:00-10:50am,Wednesday,0 of 18,,VKC258
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61544R,1,Discussion,11:00-11:50am,Wednesday,3 of 18,,VKC258
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61579D,1,Lecture,3:30-4:50pm,Tue&#44 Thu,2 of 72,,THH212
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61581R,1,Discussion,12:00-12:50pm,Monday,1 of 18,,VKC209
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61582R,1,Discussion,1:00-1:50pm,Wednesday,1 of 18,,VKC105
SOCI-242,SOCI 242g: Sociology&#44 Demography&#44 and Health (4.0 units),(4.0 units),Sociological and demographic concepts focusing on the causes of disease&#44 health and wellness. Empirical analysis of population composition and its connection to health.,61583R,1,Discussion,12:00-12:50pm,Friday,0 of 18,,VKC258
SOCI-314,SOCI 314Lg: Analyzing Social Statistics (4.0 units),(4.0 units),Sociological measurement&#44 univariate description&#44 elementary correlation&#44 introduction to statistical inference.,61487D,1,Lecture,10:00-11:20am,Mon&#44 Wed,Canceled,Juliana Mc Gene,
SOCI-370,SOCI 370: Sociological Theory (4.0 units),(4.0 units),Historical and contemporary approaches to sociological theory; analysis of conceptual frameworks applied to the study of society and social interaction.,61507D,1,Lecture,12:30-1:50pm,Tue&#44 Thu,5 of 15,Joseph Palacios,WPH205
SOCI-490,SOCI 490x: Directed Research (1.0-8.0 units&#44 max 12),(1.0-8.0 units&#44 max 12),Individual research and readings. Not available for graduate credit.,61532D,1,Lecture,TBA,TBA,0 of 10,,OFFICE
SOCI-499,SOCI 499: Special Topics (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),An interdisciplinary examination of selected emerging issues.,61500D,185,Lecture,10:00-4:00pm,MTuWThF,0 of 15,Joseph Palacios,
SOCI-590,SOCI 590: Directed Research (1.0-12.0 units),(1.0-12.0 units),Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,61605D,1,Lecture,TBA,TBA,0 of 10,,OFFICE
SOCI-590,SOCI 590: Directed Research (1.0-12.0 units),(1.0-12.0 units),Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,61604D,1,Lecture,TBA,TBA,0 of 10,,OFFICE
SPAN-120,SPAN 120: Spanish I (4.0 units),(4.0 units),For students with limited proficiency in Spanish. Practice in listening comprehension&#44 oral communication&#44 elementary reading and writing.,62002D,1,Lecture,9:00-9:50am,MTuThF,2 of 19,,THH106
SPAN-120,SPAN 120: Spanish I (4.0 units),(4.0 units),For students with limited proficiency in Spanish. Practice in listening comprehension&#44 oral communication&#44 elementary reading and writing.,62006D,1,Lecture,1:00-1:50pm,MTuThF,1 of 19,David Zarazua,THH106
SPAN-120,SPAN 120: Spanish I (4.0 units),(4.0 units),For students with limited proficiency in Spanish. Practice in listening comprehension&#44 oral communication&#44 elementary reading and writing.,62008D,1,Lecture,12:00-12:50pm,MTuThF,2 of 19,David Zarazua,THH106
SPAN-120,SPAN 120: Spanish I (4.0 units),(4.0 units),For students with limited proficiency in Spanish. Practice in listening comprehension&#44 oral communication&#44 elementary reading and writing.,62012D,1,Lecture,2:00-3:50pm,Wed&#44 Fri,0 of 19,,VKC110
SPAN-150,SPAN 150: Spanish II (4.0 units),(4.0 units),Continuation of Spanish 110 or 120; increased emphasis on listening comprehension&#44 oral expression&#44 reading and writing.,62018R,1,Lecture,8:00-9:50am,Mon&#44 Wed,3 of 19,Marie Enright,VKC206
SPAN-150,SPAN 150: Spanish II (4.0 units),(4.0 units),Continuation of Spanish 110 or 120; increased emphasis on listening comprehension&#44 oral expression&#44 reading and writing.,62020R,1,Lecture,10:00-11:50am,Mon&#44 Wed,10 of 19,Liana Stepanyan,VKC206
SPAN-150,SPAN 150: Spanish II (4.0 units),(4.0 units),Continuation of Spanish 110 or 120; increased emphasis on listening comprehension&#44 oral expression&#44 reading and writing.,62022R,1,Lecture,2:00-3:50pm,Wed&#44 Fri,1 of 19,Alex Montes Fraire,VKC160
